CustID,Address,Age,Callcard,Callid,Callwait,Cardmon,Cardten,Confer,Custcat,Ebill,Education,Employ,Equip,Equipmon,Equipten,Forward,GeFemaleder,Income,Internet,lnInc,LogLong,LongMon,LongTen,Marital,Multline,Pager,Region,Reside,Retire,Tenure,Tollfree,Tollmon,Tollten,Voice,Wireless,Wiremon,Wireten
C00528,22,67,Y,Y,Y,19,1135,Y,C3,N,E2,12,N,0,0,Y,Female,9,N,2.197,2.893,18.05,1140.2,N,N,N,R3,1,Y,63,N,0,0,N,N,0,0
C00529,26,50,Y,Y,Y,10.25,570,Y,C4,N,E2,19,N,0,0,Y,Male,239,N,5.476,3.068,21.5,1377,Y,N,Y,R3,2,N,60,Y,77.75,4628.5,Y,Y,64.2,3756.15
C00530,19,39,Y,N,N,21.25,835,Y,C2,N,E4,6,N,0,0,N,Female,29,Y,3.367,1.783,5.95,227.85,N,Y,N,R2,1,N,39,N,0,0,N,N,0,0
C00531,7,31,Y,Y,Y,14.5,395,Y,C3,N,E3,7,N,0,0,Y,Male,30,N,3.401,2.028,7.6,240.85,N,N,Y,R3,1,N,29,Y,33.75,937.85,N,N,0,0
C00532,0,18,Y,Y,Y,23.5,15,Y,C3,N,E2,0,N,0,0,Y,Female,20,N,2.996,1.322,3.75,4.45,N,N,Y,R1,1,N,2,Y,22.25,44.65,N,Y,27.1,25.65
C00533,9,35,Y,Y,Y,22.75,120,N,C4,Y,E3,8,Y,37.9,140.35,N,Male,59,Y,4.078,1.131,3.1,21.45,Y,N,Y,R3,5,N,5,Y,18.5,114.8,N,Y,26.4,109.6
C00534,4,26,N,N,N,0,0,N,C1,N,E1,4,N,0,0,N,Male,25,N,3.219,1.308,3.7,38.2,Y,N,N,R2,3,N,10,N,0,0,N,N,0,0
C00535,0,24,Y,N,Y,10.5,205,N,C4,Y,E4,0,Y,36.3,738.9,Y,Male,30,Y,3.401,2.879,17.8,374.05,Y,Y,N,R1,5,N,21,Y,23.75,513.65,Y,Y,31.75,642.2
C00536,8,31,Y,N,N,12,490,N,C1,N,E1,3,N,0,0,N,Female,16,N,2.773,2.667,14.4,632.95,N,N,N,R3,1,N,44,N,0,0,N,N,0,0
C00537,7,26,N,N,N,0,0,N,C1,N,E2,4,N,0,0,N,Female,20,N,2.996,1.939,6.95,84.05,N,N,N,R2,1,N,11,N,0,0,N,N,0,0
C00538,2,25,N,N,N,0,0,N,C2,N,E3,1,N,0,0,N,Male,28,N,3.332,1.423,4.15,94.25,Y,Y,N,R3,5,N,23,N,0,0,N,N,0,0
C00539,3,62,Y,Y,Y,31.75,490,Y,C3,N,E3,21,N,0,0,Y,Female,144,N,4.97,1.658,5.25,81.05,Y,N,N,R1,2,N,15,Y,15.5,237.9,Y,Y,33.95,446.1
C00540,23,42,Y,N,N,18.75,1270,N,C1,Y,E3,0,Y,36.9,2630.5,N,Male,19,Y,2.944,3.256,25.95,1812.15,Y,N,N,R1,2,N,69,N,0,0,N,N,0,0
C00541,8,30,Y,Y,Y,13.25,290,Y,C3,N,E2,8,N,0,0,N,Female,41,N,3.714,1.808,6.1,119.95,N,N,N,R3,1,N,22,Y,22.75,441.25,Y,Y,21.35,467.05
C00542,12,59,Y,Y,N,40.75,2910,N,C2,N,E3,21,Y,36.45,2583.9,N,Male,65,N,4.174,3.545,34.65,2519.3,Y,Y,N,R1,6,N,72,N,0,0,N,N,0,0
C00543,18,49,Y,N,Y,20.75,875,Y,C3,N,E1,22,N,0,0,N,Female,66,N,4.19,2.152,8.6,376.7,Y,Y,N,R2,4,N,43,N,0,0,N,N,0,0
C00544,5,27,N,N,N,0,0,N,C1,N,E4,2,N,0,0,N,Female,26,N,3.258,1.723,5.6,30.35,Y,N,N,R2,5,N,6,Y,12,72.5,N,N,0,0
C00545,6,25,Y,N,N,7.5,375,N,C1,N,E1,5,N,0,0,N,Female,19,N,2.944,1.981,7.25,356.15,N,N,N,R2,3,N,50,N,0,0,N,N,0,0
C00546,10,73,Y,N,N,71,4350,N,C1,N,E1,21,N,0,0,N,Female,25,N,3.219,2.812,16.65,965.6,N,N,N,R3,1,Y,61,N,0,0,N,N,0,0
C00547,2,22,N,N,N,0,0,N,C1,Y,E2,2,N,0,0,N,Female,35,Y,3.555,0.501,1.65,1.65,N,N,N,R2,1,N,1,N,0,0,N,N,0,0
C00548,1,32,N,Y,Y,0,0,Y,C4,Y,E4,3,Y,41,245.65,Y,Female,71,Y,4.263,1.281,3.6,19.1,N,Y,Y,R3,2,N,7,Y,15.25,122.1,N,Y,28.05,157.15
C00549,10,37,Y,N,N,22,1350,N,C2,Y,E4,9,Y,35.05,2337.25,Y,Male,44,N,3.784,2.782,16.15,965.3,N,Y,N,R1,1,N,64,N,0,0,Y,N,0,0
C00550,22,45,Y,N,N,10.75,640,N,C2,Y,E3,11,N,0,0,Y,Male,83,N,4.419,3.296,27,1724.8,Y,Y,N,R1,2,N,67,N,0,0,N,N,0,0
C00551,17,37,Y,N,Y,9.5,480,N,C3,N,E2,10,N,0,0,Y,Male,101,N,4.615,2.705,14.95,736.85,Y,Y,N,R3,2,N,51,N,0,0,N,N,0,0
C00552,18,47,N,N,N,0,0,N,C1,N,E2,0,N,0,0,N,Female,35,N,3.555,2.481,11.95,390.6,Y,N,N,R1,2,N,31,N,0,0,N,N,0,0
C00553,19,56,Y,Y,Y,28.5,1630,Y,C4,Y,E4,11,Y,57.45,3404.1,Y,Female,51,Y,3.932,2.725,15.25,873.7,N,Y,Y,R3,1,N,60,N,0,0,Y,Y,67,4046.25
C00554,2,40,Y,N,N,4.75,80,N,C2,Y,E4,15,N,0,0,N,Male,209,N,5.342,1.974,7.2,172.1,N,Y,N,R3,1,N,20,N,0,0,N,N,0,0
C00555,5,37,Y,Y,Y,37.75,2305,Y,C4,Y,E4,8,Y,63.25,3521.45,Y,Male,64,Y,4.159,2.38,10.8,634.75,Y,Y,Y,R3,2,N,58,Y,58.75,3525.55,Y,Y,109.7,6444.95
C00556,34,61,Y,N,N,13.25,895,N,C2,N,E1,8,N,0,0,N,Female,61,N,4.111,3.309,27.35,1980.15,Y,Y,N,R3,3,N,72,N,0,0,N,N,0,0
C00557,14,40,Y,N,N,8.5,315,N,C1,N,E3,5,N,0,0,N,Female,19,N,2.944,1.619,5.05,178.9,Y,N,N,R2,2,N,33,N,0,0,N,N,0,0
C00558,6,31,Y,Y,Y,13,275,N,C3,N,E2,13,N,0,0,Y,Female,41,N,3.714,2.14,8.5,196.8,Y,N,N,R2,5,N,24,Y,20,480.7,N,N,0,0
C00559,4,38,Y,N,Y,7,40,N,C4,Y,E4,4,Y,38.35,250.3,N,Female,70,Y,4.248,1.348,3.85,26.65,N,Y,Y,R1,1,N,7,Y,19.25,127.5,Y,Y,17.7,129.55
C00560,21,48,Y,Y,Y,27.5,480,Y,C3,N,E3,2,N,0,0,Y,Male,45,N,3.807,2.37,10.7,192.15,Y,Y,N,R2,2,N,20,Y,33,645.65,Y,Y,29.4,528.3
C00561,28,48,N,N,N,0,0,N,C1,N,E1,2,N,0,0,N,Female,29,N,3.367,1.792,6,222.8,N,N,N,R3,1,N,36,N,0,0,N,N,0,0
C00562,4,41,Y,Y,N,6.75,100,N,C3,N,E2,3,N,0,0,Y,Female,32,N,3.466,2.534,12.6,208,N,N,N,R1,1,N,17,Y,9.5,168,N,N,0,0
C00563,8,27,Y,Y,Y,13.5,235,Y,C4,Y,E5,0,Y,44.85,675.65,Y,Male,16,N,2.773,1.696,5.45,102.75,N,N,Y,R1,1,N,16,Y,17.75,282.2,N,Y,33.9,524.2
C00564,19,45,Y,N,N,14.5,705,Y,C4,Y,E3,9,Y,34.35,1793.9,Y,Male,40,Y,3.689,2.134,8.45,512.65,Y,Y,N,R1,3,N,52,N,0,0,Y,Y,34.1,1740.7
C00565,23,46,Y,Y,Y,9.75,290,N,C3,Y,E4,13,N,0,0,Y,Female,144,Y,4.97,2.028,7.6,271.55,N,N,N,R2,1,N,31,Y,15.25,501.15,N,N,0,0
C00566,34,56,N,Y,Y,0,0,Y,C3,N,E2,0,N,0,0,Y,Male,34,Y,3.526,2.054,7.8,272.75,Y,Y,N,R2,3,N,38,N,0,0,N,Y,24.65,888.45
C00567,17,49,N,N,N,0,0,N,C4,N,E2,5,Y,39.15,620,Y,Female,41,Y,3.714,1.411,4.1,62.45,N,N,Y,R2,1,N,16,Y,14,260.05,Y,Y,31.8,521.35
C00568,23,52,Y,N,N,15.25,420,N,C2,N,E3,3,Y,37.6,1106.4,N,Male,17,Y,2.833,2.332,10.3,367.4,N,Y,N,R2,1,N,30,N,0,0,N,N,0,0
C00569,12,55,Y,Y,Y,16.25,595,Y,C4,Y,E2,24,N,0,0,Y,Female,135,Y,4.905,2.497,12.15,467.75,Y,Y,Y,R1,4,N,38,Y,31.75,1167.65,Y,N,0,0
C00570,1,55,N,Y,Y,0,0,Y,C3,N,E3,33,N,0,0,Y,Female,587,N,6.375,2.565,13,650.85,N,N,N,R2,1,N,54,N,0,0,Y,N,0,0
C00571,38,67,Y,N,N,25.25,1675,N,C2,Y,E2,10,Y,29.25,1963.25,N,Male,49,Y,3.892,2.66,14.3,924.55,Y,Y,N,R1,2,N,67,N,0,0,N,N,0,0
C00572,13,55,N,N,N,0,0,N,C2,N,E1,5,Y,26.55,300.75,N,Male,36,Y,3.584,1.783,5.95,73.35,Y,Y,N,R2,2,N,12,N,0,0,N,N,0,0
C00573,4,32,Y,N,N,9.25,15,N,C4,Y,E2,11,Y,29.5,50.5,Y,Female,58,N,4.06,1.012,2.75,5.7,N,Y,Y,R2,4,N,3,Y,15.75,49.65,Y,Y,28.55,67.7
C00574,0,52,Y,Y,Y,25.5,115,Y,C4,N,E5,9,Y,35.25,127.35,Y,Female,97,Y,4.575,1.131,3.1,12.9,Y,N,Y,R3,2,N,5,Y,16.5,83,Y,Y,40.3,162.75
C00575,2,28,Y,N,N,25.75,1395,N,C1,N,E3,3,N,0,0,N,Female,21,N,3.045,2.342,10.4,567.55,Y,N,N,R1,4,N,54,N,0,0,N,N,0,0
C00576,10,30,Y,N,N,12,430,N,C1,N,E1,5,N,0,0,N,Male,25,N,3.219,1.374,3.95,179.75,Y,N,N,R2,4,N,38,N,0,0,N,N,0,0
C00577,2,33,N,N,N,0,0,N,C1,Y,E1,3,N,0,0,N,Female,24,N,3.178,1.96,7.1,153.4,Y,N,N,R2,4,N,22,N,0,0,N,N,0,0
C00578,0,39,Y,Y,Y,9.25,30,Y,C3,N,E1,0,N,0,0,Y,Male,22,N,3.091,1.548,4.7,32.95,N,N,N,R3,2,N,5,Y,19,106.85,N,N,0,0
C00579,4,29,Y,Y,Y,7.5,345,Y,C3,N,E1,13,N,0,0,Y,Male,33,N,3.497,3.093,22.05,1042.95,N,Y,N,R3,4,N,43,Y,18.75,830.75,N,Y,24.95,1124.25
C00580,4,33,N,Y,N,0,0,N,C2,Y,E3,8,Y,30.45,1158.9,N,Male,41,N,3.714,2.219,9.2,347.1,N,Y,N,R2,3,N,37,N,0,0,N,N,0,0
C00581,8,46,Y,Y,Y,23,1155,Y,C3,N,E2,21,N,0,0,Y,Male,107,N,4.673,2.851,17.3,840,Y,Y,Y,R2,6,N,51,Y,25.75,1396.75,N,Y,37.4,1832.25
C00582,23,53,Y,N,N,9.5,560,N,C2,Y,E5,14,Y,34.2,1988.65,N,Male,100,Y,4.605,2.65,14.15,752.9,Y,Y,N,R1,2,N,56,N,0,0,Y,N,0,0
C00583,14,53,Y,Y,Y,16.5,890,Y,C3,N,E3,26,N,0,0,Y,Male,360,N,5.886,3.463,31.9,1892.85,N,Y,N,R1,2,N,62,Y,53.25,3232.05,N,N,0,0
C00584,3,31,N,N,N,0,0,N,C1,Y,E5,2,Y,25.25,25.25,N,Male,29,Y,3.367,0.372,1.45,1.45,N,N,N,R3,3,N,1,N,0,0,N,N,0,0
C00585,24,55,Y,Y,Y,65.25,4915,N,C2,Y,E3,25,Y,35.65,2477.1,N,Male,82,N,4.407,4.132,62.3,4333,Y,Y,N,R3,2,N,72,N,0,0,N,N,0,0
C00586,10,44,Y,Y,Y,18.5,595,Y,C3,N,E2,24,N,0,0,Y,Female,201,N,5.303,2.035,7.65,237.85,N,N,Y,R2,1,N,32,Y,28,895.05,N,N,0,0
C00587,19,54,Y,Y,N,11.75,415,Y,C4,Y,E3,10,Y,47.15,1872.7,N,Male,57,Y,4.043,2.163,8.7,356.45,N,Y,N,R2,1,N,42,N,0,0,Y,Y,47.5,1932.35
C00588,2,22,Y,Y,Y,19,600,Y,C3,N,E2,2,N,0,0,Y,Male,17,N,2.833,1.569,4.8,157.25,Y,N,N,R2,4,N,32,Y,28,952.9,Y,N,0,0
C00589,14,44,Y,Y,Y,17.5,640,Y,C4,N,E4,18,N,0,0,Y,Female,418,N,6.035,1.953,7.05,269,Y,N,Y,R2,2,N,39,Y,27.5,1046.2,Y,N,0,0
C00590,11,39,Y,Y,Y,13.75,40,Y,C4,N,E4,1,N,0,0,Y,Female,38,Y,3.638,1.03,2.8,9.35,N,N,Y,R2,2,N,4,Y,22.75,103.45,Y,Y,30.2,76.9
C00591,21,40,Y,Y,Y,16.75,540,Y,C4,Y,E4,9,Y,45.4,1498.85,Y,Male,23,Y,3.135,1.783,5.95,207.7,Y,Y,Y,R1,3,N,34,Y,25.75,805.85,N,Y,37.7,1257.7
C00592,4,49,Y,N,N,14.5,180,N,C1,N,E1,8,N,0,0,N,Female,26,N,3.258,1.872,6.5,86.7,N,N,N,R3,1,N,14,N,0,0,N,N,0,0
C00593,2,24,Y,N,Y,15.75,35,N,C1,N,E4,0,N,0,0,N,Female,25,Y,3.219,1.322,3.75,12.4,N,N,N,R2,1,N,4,N,0,0,Y,N,0,0
C00594,9,41,N,N,N,0,0,N,C1,Y,E2,12,N,0,0,N,Male,55,N,4.007,1.579,4.85,55.65,N,N,N,R1,3,N,13,N,0,0,N,N,0,0
C00595,13,36,Y,Y,Y,55.5,3145,Y,C4,Y,E2,8,N,0,0,Y,Male,39,Y,3.664,2.797,16.4,933.1,Y,Y,Y,R2,7,N,58,Y,38.25,2355.4,Y,Y,57.05,3247.95
C00596,19,61,Y,Y,Y,15,1030,Y,C3,N,E3,30,N,0,0,Y,Female,155,N,5.043,3.174,23.9,1684.05,Y,Y,N,R1,2,N,71,Y,27.5,1935.15,N,N,0,0
C00597,15,48,Y,Y,Y,11.5,510,Y,C3,Y,E3,20,Y,40.2,1832,Y,Female,64,N,4.159,2.322,10.2,393.55,Y,N,N,R1,2,N,46,Y,26.5,1316.7,N,Y,23.2,948.75
C00598,29,58,Y,Y,Y,29.25,2055,Y,C4,N,E2,7,Y,54,3649.6,Y,Male,26,Y,3.258,3.486,32.65,2321.8,Y,Y,Y,R1,3,N,69,Y,33,2378.2,Y,Y,50.65,3475.45
C00599,7,35,N,N,N,0,0,N,C1,Y,E3,3,Y,27.15,434.15,N,Female,46,N,3.829,1.629,5.1,74.1,N,N,N,R3,1,N,16,N,0,0,N,N,0,0
C00600,24,50,Y,N,N,28.25,1355,Y,C3,N,E1,8,N,0,0,Y,Female,31,N,3.434,2.481,11.95,540.5,N,N,N,R1,1,N,50,N,0,0,N,N,0,0
C00601,6,41,Y,Y,Y,9,65,Y,C4,Y,E2,16,Y,37.65,256.3,Y,Female,94,N,4.543,1.348,3.85,27.95,N,Y,Y,R2,1,N,7,Y,28,218.9,Y,Y,41.4,237.25
C00602,5,39,N,N,N,0,0,N,C1,N,E1,4,N,0,0,N,Male,31,N,3.434,1.609,5,69.6,Y,N,N,R3,5,N,16,N,0,0,N,N,0,0
C00603,24,55,Y,Y,Y,18,775,Y,C3,N,E2,35,N,0,0,Y,Female,269,N,5.595,2.313,10.1,449.7,N,N,Y,R2,1,N,46,Y,39,1829.75,N,N,0,0
C00604,12,34,N,N,Y,0,0,N,C1,Y,E2,2,Y,28.5,143.65,Y,Female,22,N,3.091,1.281,3.6,16.1,N,N,N,R3,2,N,5,Y,12.5,46.7,Y,Y,19.3,86.15
C00605,14,51,N,N,Y,0,0,N,C2,Y,E5,16,N,0,0,N,Female,222,Y,5.403,2.506,12.25,575.6,Y,Y,N,R3,2,N,49,N,0,0,N,N,0,0
C00606,4,39,Y,Y,Y,17.75,290,Y,C4,Y,E2,17,N,0,0,Y,Male,55,Y,4.007,1.686,5.4,81.55,N,N,Y,R3,1,N,22,Y,38.75,908.35,Y,Y,50.2,1147.4
C00607,7,27,Y,Y,Y,21.75,445,Y,C4,Y,E4,1,Y,46.3,804.35,Y,Female,56,Y,4.025,1.558,4.75,97.85,Y,Y,Y,R1,4,N,19,N,0,0,Y,Y,37.7,692.95
C00608,0,25,N,N,N,0,0,N,C1,N,E3,2,N,0,0,N,Male,51,N,3.932,1.147,3.15,45.35,Y,N,N,R3,2,N,15,N,0,0,N,N,0,0
C00609,15,45,N,N,N,0,0,N,C1,N,E1,10,N,0,0,N,Male,41,N,3.714,2.322,10.2,445.7,N,N,N,R3,2,N,48,N,0,0,N,N,0,0
C00610,21,52,Y,Y,N,15.75,910,Y,C3,N,E1,18,N,0,0,Y,Female,82,N,4.407,2.493,12.1,751.75,N,N,N,R1,1,N,61,N,0,0,N,N,0,0
C00611,20,60,Y,N,Y,11.75,630,Y,C3,N,E2,27,N,0,0,Y,Male,14,N,2.639,2.779,16.1,938.65,N,N,N,R3,1,Y,57,Y,14,822.35,N,N,0,0
C00612,0,60,Y,Y,Y,22,785,Y,C3,N,E1,20,N,0,0,Y,Female,46,N,3.829,2.175,8.8,293.65,Y,N,N,R1,3,N,37,Y,37.75,1377.85,N,N,0,0
C00613,15,39,Y,N,N,14.25,615,N,C1,N,E1,11,N,0,0,N,Male,36,Y,3.584,2.721,15.2,736.75,Y,N,N,R3,5,N,45,N,0,0,N,N,0,0
C00614,2,27,N,N,Y,0,0,N,C2,N,E3,3,N,0,0,N,Female,17,N,2.833,1.649,5.2,89,N,Y,N,R2,5,N,24,Y,18.5,462.25,Y,N,0,0
C00615,3,23,Y,N,Y,12.75,435,Y,C3,N,E1,7,N,0,0,Y,Male,24,N,3.178,1.792,6,203.25,Y,N,N,R2,4,N,34,Y,28,959.4,N,N,0,0
C00616,10,32,Y,Y,Y,12.5,80,Y,C3,N,E1,10,N,0,0,Y,Female,47,N,3.85,1.348,3.85,29.9,N,N,N,R3,1,N,6,Y,23.75,128.45,N,N,0,0
C00617,6,26,Y,Y,N,10.75,10,Y,C4,N,E4,0,Y,29.6,66.55,Y,Male,59,N,4.078,0.936,2.55,2.7,Y,N,Y,R2,3,N,3,Y,23.5,80.5,Y,Y,19.2,29.7
C00618,19,40,Y,N,N,14.75,1070,Y,C2,Y,E4,15,N,0,0,N,Female,163,N,5.094,3.664,39,2914,Y,Y,N,R1,2,N,72,Y,31.25,2176.85,N,N,0,0
C00619,6,43,Y,Y,Y,52.75,2645,Y,C3,N,E3,4,N,0,0,Y,Female,27,N,3.296,2.708,15,817.85,N,N,N,R1,1,N,50,Y,45.25,2320.25,N,N,0,0
C00620,2,52,Y,Y,N,13.5,430,Y,C3,N,E2,19,N,0,0,Y,Female,106,Y,4.663,1.599,4.95,153.5,Y,N,N,R1,2,N,34,Y,19,649.35,N,N,0,0
C00621,17,46,N,Y,N,0,0,Y,C4,Y,E5,1,Y,42.5,547.95,Y,Female,63,Y,4.143,1.308,3.7,40.55,Y,Y,Y,R1,2,N,15,Y,16.5,207.35,Y,Y,33.1,475.3
C00622,2,34,N,N,N,0,0,N,C1,N,E5,5,Y,25.6,179.1,N,Male,22,N,3.091,1.537,4.65,29.35,N,N,N,R1,1,N,7,N,0,0,N,N,0,0
C00623,18,49,Y,Y,Y,25.25,1705,Y,C3,N,E2,22,N,0,0,Y,Male,87,N,4.466,3.243,25.6,1841.85,N,N,N,R3,1,N,70,Y,33.5,2368.2,Y,N,0,0
C00624,9,44,Y,N,N,7.5,110,N,C1,N,E4,5,N,0,0,Y,Female,64,N,4.159,1.308,3.7,37.45,Y,N,N,R2,2,N,13,N,0,0,N,N,0,0
C00625,24,52,Y,Y,Y,30.25,2150,Y,C3,N,E1,29,N,0,0,N,Male,116,N,4.754,2.899,18.15,1300.6,Y,N,N,R3,2,N,68,Y,18,1247.2,N,N,0,0
C00626,9,30,N,Y,N,0,0,Y,C3,N,E1,2,N,0,0,Y,Female,30,N,3.401,1.841,6.3,157.05,Y,N,N,R2,4,N,23,N,0,0,N,N,0,0
C00627,2,22,Y,N,Y,8.75,415,N,C2,Y,E2,4,N,0,0,N,Male,19,Y,2.944,2.389,10.9,504.5,Y,Y,N,R3,5,N,45,N,0,0,N,N,0,0
C00628,7,59,Y,Y,Y,12,505,Y,C3,N,E4,31,N,0,0,Y,Female,166,N,5.112,2.277,9.75,449.05,Y,Y,N,R3,5,N,45,Y,28.5,1240.15,N,N,0,0
C00629,10,33,N,N,N,0,0,N,C1,Y,E4,5,Y,26.15,110.1,N,Male,125,Y,4.828,1.579,4.85,17.25,N,N,Y,R2,1,N,5,N,0,0,N,N,0,0
C00630,8,38,Y,N,N,41.75,1650,N,C1,N,E2,9,N,0,0,N,Male,37,N,3.611,2.146,8.55,308.7,Y,N,N,R1,3,N,41,N,0,0,N,N,0,0
C00631,3,46,N,N,N,0,0,N,C1,N,E1,8,N,0,0,N,Male,25,N,3.219,1.482,4.4,36.8,N,N,N,R2,2,N,9,N,0,0,N,N,0,0
C00632,38,57,Y,Y,Y,30,1795,Y,C3,N,E2,30,Y,31.3,1788.95,Y,Female,162,N,5.088,2.782,16.15,946.9,N,Y,N,R3,1,N,60,Y,29.75,1767.6,N,N,0,0
C00633,3,24,N,N,N,0,0,N,C1,N,E1,3,N,0,0,N,Female,20,N,2.996,0.049,1.05,1.05,N,N,N,R2,1,N,1,N,0,0,N,N,0,0
C00634,7,30,N,N,Y,0,0,N,C2,N,E3,1,Y,33.8,175.3,N,Male,16,Y,2.773,1.322,3.75,25.65,N,Y,Y,R3,1,N,6,N,0,0,N,Y,18.7,78.2
C00635,10,33,Y,N,Y,26.75,1340,Y,C4,Y,E5,4,Y,49.6,2499.8,Y,Male,101,Y,4.615,1.668,5.3,253.35,N,Y,N,R3,2,N,53,N,0,0,Y,Y,51.4,2645.15
C00636,18,43,Y,Y,Y,18,215,Y,C3,N,E1,5,N,0,0,Y,Female,36,N,3.584,2.526,12.5,153.75,Y,N,N,R3,5,N,14,Y,19.75,273.75,N,N,0,0
C00637,7,40,Y,Y,Y,28,1190,Y,C4,Y,E2,8,Y,36.9,1532.9,N,Male,37,Y,3.611,2.11,8.25,399.15,N,Y,N,R2,1,N,42,Y,23.5,950.65,Y,Y,37.4,1562
C00638,1,21,N,Y,N,0,0,N,C1,N,E2,2,N,0,0,N,Male,17,N,2.833,1.065,2.9,25.25,Y,N,N,R1,3,N,9,N,0,0,N,N,0,0
C00639,6,37,Y,N,N,18.25,1005,N,C2,Y,E1,13,Y,31.1,1756.35,N,Male,36,Y,3.584,2.361,10.6,582.6,Y,Y,N,R1,2,N,56,N,0,0,N,N,0,0
C00640,26,50,Y,N,Y,35,1215,Y,C3,N,E2,21,N,0,0,Y,Male,140,N,4.942,1.872,6.5,247.55,Y,N,N,R1,4,N,35,Y,27.5,1068.25,N,N,0,0
C00641,13,46,Y,N,Y,13.75,840,Y,C4,Y,E3,24,Y,44.65,2645.85,Y,Female,163,Y,5.094,3.523,33.9,1947.95,Y,Y,Y,R2,2,N,60,Y,38.25,2326.35,Y,Y,55.25,3125.95
C00642,38,60,Y,Y,N,54.25,2785,Y,C4,Y,E4,25,Y,46.35,2421.3,N,Female,211,Y,5.352,3.052,21.15,1228.7,N,Y,Y,R2,1,N,54,Y,39.25,2102.25,Y,Y,54.85,2895.85
C00643,0,41,Y,Y,Y,19.75,200,Y,C3,N,E1,1,N,0,0,Y,Male,39,N,3.664,1.879,6.55,67.8,Y,N,N,R1,2,N,11,Y,29.25,303.65,Y,N,0,0
C00644,7,41,Y,Y,Y,53.75,490,Y,C3,N,E1,7,N,0,0,Y,Female,30,N,3.401,0.916,2.5,31.25,N,N,N,R3,1,N,10,Y,19.25,178.2,N,N,0,0
C00645,4,28,N,Y,N,0,0,N,C1,N,E2,8,N,0,0,N,Female,23,N,3.135,1.825,6.2,180.15,Y,N,N,R2,5,N,27,N,0,0,N,N,0,0
C00646,20,43,Y,Y,Y,11,680,Y,C3,N,E4,20,N,0,0,N,Male,76,N,4.331,2.688,14.7,897.05,Y,Y,N,R1,4,N,64,Y,18.75,1279.25,N,N,0,0
C00647,27,51,Y,N,Y,14.25,635,N,C2,Y,E4,19,N,0,0,N,Female,63,Y,4.143,2.553,12.85,585.6,Y,Y,N,R1,5,N,49,Y,25.75,1278.45,N,N,0,0
C00648,9,34,N,N,N,0,0,N,C1,N,E2,8,Y,22.95,208.55,N,Male,33,N,3.497,1.082,2.95,18.9,Y,N,N,R3,4,N,9,N,0,0,N,N,0,0
C00649,4,34,N,N,N,0,0,N,C1,N,E2,1,Y,22.5,690.75,N,Female,27,Y,3.296,1.841,6.3,150.9,Y,N,N,R2,5,N,30,N,0,0,N,N,0,0
C00650,0,22,Y,Y,Y,22.5,185,Y,C4,Y,E4,0,Y,37.25,330.4,Y,Female,24,Y,3.178,2.054,7.8,63,N,Y,Y,R3,1,N,10,Y,23.75,222.55,Y,Y,30.05,306.3
C00651,6,27,Y,Y,N,14.25,725,N,C1,Y,E3,5,N,0,0,N,Female,47,N,3.85,1.833,6.25,330.4,N,N,N,R1,2,N,52,Y,18.5,942.65,N,N,0,0
C00652,8,34,N,N,N,0,0,N,C2,N,E3,4,N,0,0,N,Male,21,N,3.045,2.035,7.65,213.45,N,Y,N,R3,1,N,27,N,0,0,N,N,0,0
C00653,27,52,Y,Y,Y,19,800,Y,C3,N,E2,2,N,0,0,Y,Male,30,N,3.401,2.342,10.4,447.85,N,N,N,R2,1,N,41,Y,28,1152,N,Y,27.5,1036.65
C00654,15,39,Y,Y,Y,11.5,620,Y,C3,N,E2,20,N,0,0,Y,Male,137,N,4.92,2.542,12.7,676.9,Y,N,N,R2,2,N,55,Y,27.5,1505.2,Y,N,0,0
C00655,24,55,Y,N,N,15.75,550,N,C1,N,E2,2,N,0,0,N,Female,30,N,3.401,2.327,10.25,395.85,N,N,N,R3,1,N,35,N,0,0,N,N,0,0
C00656,16,39,Y,Y,Y,27.25,1110,Y,C4,Y,E2,16,Y,37.45,1610.1,Y,Female,79,Y,4.369,2.725,15.25,653.7,N,Y,Y,R2,1,N,44,Y,24.5,1037.45,N,Y,30.05,1280
C00657,22,51,N,Y,Y,0,0,Y,C3,N,E3,10,N,0,0,Y,Male,40,N,3.689,2.192,8.95,253.55,Y,N,N,R3,6,N,28,Y,21.25,586.95,N,N,0,0
C00658,5,27,N,N,N,0,0,N,C1,N,E3,5,N,0,0,N,Female,37,N,3.611,1.792,6,80.7,N,N,N,R1,4,N,16,N,0,0,N,N,0,0
C00659,15,57,Y,N,N,19.75,710,N,C1,N,E2,9,N,0,0,N,Female,22,N,3.091,2.146,8.55,381.5,Y,N,N,R1,2,N,40,N,0,0,N,N,0,0
C00660,4,42,N,N,N,0,0,N,C1,N,E3,5,N,0,0,N,Female,17,N,2.833,2.054,7.8,175.85,N,N,N,R1,1,N,20,N,0,0,N,N,0,0
C00661,13,48,Y,Y,Y,12.5,780,Y,C3,N,E2,24,N,0,0,Y,Female,91,N,4.511,3.199,24.5,1531.9,Y,Y,N,R2,2,N,64,Y,24.75,1569.25,N,Y,29.65,1875.95
C00662,10,38,N,Y,Y,0,0,Y,C3,N,E3,12,N,0,0,Y,Female,85,N,4.443,2.361,10.6,384.8,Y,N,N,R1,2,N,40,N,0,0,N,N,0,0
